Title,Link,Difficulty,Topic
"Happy Number","https://leetcode.com/problems/happy-number","EASY","Hash Table, Math, Two Pointers"
"Longest Valid Parentheses","https://leetcode.com/problems/longest-valid-parentheses","HARD","String, Dynamic Programming, Stack"
"Basic Calculator II","https://leetcode.com/problems/basic-calculator-ii","MEDIUM","Math, String, Stack"
"Best Time to Buy and Sell Stock II","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii","MEDIUM","Array, Dynamic Programming, Greedy"
"Largest Rectangle in Histogram","https://leetcode.com/problems/largest-rectangle-in-histogram","HARD","Array, Stack, Monotonic Stack"
"Search in Rotated Sorted Array","https://leetcode.com/problems/search-in-rotated-sorted-array","MEDIUM","Array, Binary Search"
"Combination Sum","https://leetcode.com/problems/combination-sum","MEDIUM","Array, Backtracking"
"Count and Say","https://leetcode.com/problems/count-and-say","MEDIUM","String"
"Product of Array Except Self","https://leetcode.com/problems/product-of-array-except-self","MEDIUM","Array, Prefix Sum"
"Find the Duplicate Number","https://leetcode.com/problems/find-the-duplicate-number","MEDIUM","Array, Two Pointers, Binary Search, Bit Manipulation"
"Sort Colors","https://leetcode.com/problems/sort-colors","MEDIUM","Array, Two Pointers, Sorting"
"Restore IP Addresses","https://leetcode.com/problems/restore-ip-addresses","MEDIUM","String, Backtracking"
"Decode Ways","https://leetcode.com/problems/decode-ways","MEDIUM","String, Dynamic Programming"
"3Sum","https://leetcode.com/problems/3sum","MEDIUM","Array, Two Pointers, Sorting"
"Jump Game","https://leetcode.com/problems/jump-game","MEDIUM","Array, Dynamic Programming, Greedy"
"Letter Combinations of a Phone Number","https://leetcode.com/problems/letter-combinations-of-a-phone-number","MEDIUM","Hash Table, String, Backtracking"
"Partition Equal Subset Sum","https://leetcode.com/problems/partition-equal-subset-sum","MEDIUM","Array, Dynamic Programming"
"Merge Strings Alternately","https://leetcode.com/problems/merge-strings-alternately","EASY","Two Pointers, String"
"Shuffle the Array","https://leetcode.com/problems/shuffle-the-array","EASY","Array"
"Reverse Vowels of a String","https://leetcode.com/problems/reverse-vowels-of-a-string","EASY","Two Pointers, String"
"Palindrome Number","https://leetcode.com/problems/palindrome-number","EASY","Math"
"Integer to English Words","https://leetcode.com/problems/integer-to-english-words","HARD","Math, String, Recursion"
"Word Search II","https://leetcode.com/problems/word-search-ii","HARD","Array, String, Backtracking, Trie, Matrix"
"Diagonal Traverse","https://leetcode.com/problems/diagonal-traverse","MEDIUM","Array, Matrix, Simulation"
"Single Number","https://leetcode.com/problems/single-number","EASY","Array, Bit Manipulation"
"Find the Index of the First Occurrence in a String","https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string","EASY","Two Pointers, String, String Matching"
"Word Search","https://leetcode.com/problems/word-search","MEDIUM","Array, String, Backtracking, Depth-First Search, Matrix"
"Maximum Subarray","https://leetcode.com/problems/maximum-subarray","MEDIUM","Array, Divide and Conquer, Dynamic Programming"
"Spiral Matrix II","https://leetcode.com/problems/spiral-matrix-ii","MEDIUM","Array, Matrix, Simulation"
"Add to Array-Form of Integer","https://leetcode.com/problems/add-to-array-form-of-integer","EASY","Array, Math"
"Longest Consecutive Sequence","https://leetcode.com/problems/longest-consecutive-sequence","MEDIUM","Array, Hash Table, Union Find"
"N-Queens","https://leetcode.com/problems/n-queens","HARD","Array, Backtracking"
"3Sum Closest","https://leetcode.com/problems/3sum-closest","MEDIUM","Array, Two Pointers, Sorting"
"Remove Duplicates from Sorted Array","https://leetcode.com/problems/remove-duplicates-from-sorted-array","EASY","Array, Two Pointers"
"Maximum Population Year","https://leetcode.com/problems/maximum-population-year","EASY","Array, Counting, Prefix Sum"
"Asteroid Collision","https://leetcode.com/problems/asteroid-collision","MEDIUM","Array, Stack, Simulation"
"Permutations","https://leetcode.com/problems/permutations","MEDIUM","Array, Backtracking"
"Subsets","https://leetcode.com/problems/subsets","MEDIUM","Array, Backtracking, Bit Manipulation"
"Integer to Roman","https://leetcode.com/problems/integer-to-roman","MEDIUM","Hash Table, Math, String"
"Reverse Only Letters","https://leetcode.com/problems/reverse-only-letters","EASY","Two Pointers, String"
"Minimum Time Difference","https://leetcode.com/problems/minimum-time-difference","MEDIUM","Array, Math, String, Sorting"
"Coin Change","https://leetcode.com/problems/coin-change","MEDIUM","Array, Dynamic Programming, Breadth-First Search"
"Longest Increasing Subsequence","https://leetcode.com/problems/longest-increasing-subsequence","MEDIUM","Array, Binary Search, Dynamic Programming"
"Search Insert Position","https://leetcode.com/problems/search-insert-position","EASY","Array, Binary Search"
"Word Break","https://leetcode.com/problems/word-break","MEDIUM","Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
"Find Triangular Sum of an Array","https://leetcode.com/problems/find-triangular-sum-of-an-array","MEDIUM","Array, Math, Simulation, Combinatorics"
"Reverse Words in a String","https://leetcode.com/problems/reverse-words-in-a-string","MEDIUM","Two Pointers, String"
"House Robber","https://leetcode.com/problems/house-robber","MEDIUM","Array, Dynamic Programming"
"Find the Winner of the Circular Game","https://leetcode.com/problems/find-the-winner-of-the-circular-game","MEDIUM","Array, Math, Recursion, Queue, Simulation"
"Middle of the Linked List","https://leetcode.com/problems/middle-of-the-linked-list","EASY","Linked List, Two Pointers"
"Remove All Adjacent Duplicates In String","https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string","EASY","String, Stack"
"Next Permutation","https://leetcode.com/problems/next-permutation","MEDIUM","Array, Two Pointers"
"Isomorphic Strings","https://leetcode.com/problems/isomorphic-strings","EASY","Hash Table, String"
"Binary Search","https://leetcode.com/problems/binary-search","EASY","Array, Binary Search"
"Cinema Seat Allocation","https://leetcode.com/problems/cinema-seat-allocation","MEDIUM","Array, Hash Table, Greedy, Bit Manipulation"
"Palindrome Linked List","https://leetcode.com/problems/palindrome-linked-list","EASY","Linked List, Two Pointers, Stack, Recursion"
"Remove K Digits","https://leetcode.com/problems/remove-k-digits","MEDIUM","String, Stack, Greedy, Monotonic Stack"
"First Unique Character in a String","https://leetcode.com/problems/first-unique-character-in-a-string","EASY","Hash Table, String, Queue, Counting"
"Remove Duplicates from Sorted Array II","https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii","MEDIUM","Array, Two Pointers"
"The Latest Time to Catch a Bus","https://leetcode.com/problems/the-latest-time-to-catch-a-bus","MEDIUM","Array, Two Pointers, Binary Search, Sorting"
"Reverse Linked List II","https://leetcode.com/problems/reverse-linked-list-ii","MEDIUM","Linked List"
"Unique Binary Search Trees","https://leetcode.com/problems/unique-binary-search-trees","MEDIUM","Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree"
"Excel Sheet Column Title","https://leetcode.com/problems/excel-sheet-column-title","EASY","Math, String"
"Maximum Sum of an Hourglass","https://leetcode.com/problems/maximum-sum-of-an-hourglass","MEDIUM","Array, Matrix, Prefix Sum"
