Title,Link,Difficulty,Topic
"Task Scheduler","https://leetcode.com/problems/task-scheduler","MEDIUM","Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
"Longest Palindromic Substring","https://leetcode.com/problems/longest-palindromic-substring","MEDIUM","Two Pointers, String, Dynamic Programming"
"Minimum Window Substring","https://leetcode.com/problems/minimum-window-substring","HARD","Hash Table, String, Sliding Window"
"Count Palindromic Subsequences","https://leetcode.com/problems/count-palindromic-subsequences","HARD","String, Dynamic Programming"
"Validate Binary Search Tree","https://leetcode.com/problems/validate-binary-search-tree","MEDIUM","Tree, Depth-First Search, Binary Search Tree, Binary Tree"
"Top K Frequent Elements","https://leetcode.com/problems/top-k-frequent-elements","MEDIUM","Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
"Decode Ways","https://leetcode.com/problems/decode-ways","MEDIUM","String, Dynamic Programming"
"Min Stack","https://leetcode.com/problems/min-stack","MEDIUM","Stack, Design"
"Maximal Square","https://leetcode.com/problems/maximal-square","MEDIUM","Array, Dynamic Programming, Matrix"
"IPO","https://leetcode.com/problems/ipo","HARD","Array, Greedy, Sorting, Heap (Priority Queue)"
"Maximize Greatness of an Array","https://leetcode.com/problems/maximize-greatness-of-an-array","MEDIUM","Array, Two Pointers, Greedy, Sorting"
"Product of Array Except Self","https://leetcode.com/problems/product-of-array-except-self","MEDIUM","Array, Prefix Sum"
"Reconstruct Original Digits from English","https://leetcode.com/problems/reconstruct-original-digits-from-english","MEDIUM","Hash Table, Math, String"
"Is Subsequence","https://leetcode.com/problems/is-subsequence","EASY","Two Pointers, String, Dynamic Programming"
"Partition Array Into Two Arrays to Minimize Sum Difference","https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference","HARD","Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Ordered Set, Bitmask"
"Search in Rotated Sorted Array","https://leetcode.com/problems/search-in-rotated-sorted-array","MEDIUM","Array, Binary Search"
"Count Binary Substrings","https://leetcode.com/problems/count-binary-substrings","EASY","Two Pointers, String"
"Decode String","https://leetcode.com/problems/decode-string","MEDIUM","String, Stack, Recursion"
"Degree of an Array","https://leetcode.com/problems/degree-of-an-array","EASY","Array, Hash Table"
"Combination Sum","https://leetcode.com/problems/combination-sum","MEDIUM","Array, Backtracking"
"Jump Game","https://leetcode.com/problems/jump-game","MEDIUM","Array, Dynamic Programming, Greedy"
"Daily Temperatures","https://leetcode.com/problems/daily-temperatures","MEDIUM","Array, Stack, Monotonic Stack"
"Max Area of Island","https://leetcode.com/problems/max-area-of-island","MEDIUM","Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
"Populating Next Right Pointers in Each Node","https://leetcode.com/problems/populating-next-right-pointers-in-each-node","MEDIUM","Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Capacity To Ship Packages Within D Days","https://leetcode.com/problems/capacity-to-ship-packages-within-d-days","MEDIUM","Array, Binary Search"
"Container With Most Water","https://leetcode.com/problems/container-with-most-water","MEDIUM","Array, Two Pointers, Greedy"
"Merge k Sorted Lists","https://leetcode.com/problems/merge-k-sorted-lists","HARD","Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
"Roman to Integer","https://leetcode.com/problems/roman-to-integer","EASY","Hash Table, Math, String"
"Rotting Oranges","https://leetcode.com/problems/rotting-oranges","MEDIUM","Array, Breadth-First Search, Matrix"
"Smallest Subtree with all the Deepest Nodes","https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes","MEDIUM","Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Design In-Memory File System","https://leetcode.com/problems/design-in-memory-file-system","HARD","Hash Table, String, Design, Trie, Sorting"
"Pow(x, n)","https://leetcode.com/problems/powx-n","MEDIUM","Math, Recursion"
"Find Median from Data Stream","https://leetcode.com/problems/find-median-from-data-stream","HARD","Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream"
"Lowest Common Ancestor of a Binary Tree","https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree","MEDIUM","Tree, Depth-First Search, Binary Tree"
"Move Zeroes","https://leetcode.com/problems/move-zeroes","EASY","Array, Two Pointers"
"House Robber","https://leetcode.com/problems/house-robber","MEDIUM","Array, Dynamic Programming"
"Kth Smallest Element in a Sorted Matrix","https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix","MEDIUM","Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
"Construct Binary Tree from Preorder and Inorder Traversal","https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal","MEDIUM","Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
"Maximum Difference Between Increasing Elements","https://leetcode.com/problems/maximum-difference-between-increasing-elements","EASY","Array"
"Graph Valid Tree","https://leetcode.com/problems/graph-valid-tree","MEDIUM","Depth-First Search, Breadth-First Search, Union Find, Graph"
"Serialize and Deserialize Binary Tree","https://leetcode.com/problems/serialize-and-deserialize-binary-tree","HARD","String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
"Wildcard Matching","https://leetcode.com/problems/wildcard-matching","HARD","String, Dynamic Programming, Greedy, Recursion"
"Range Addition","https://leetcode.com/problems/range-addition","MEDIUM","Array, Prefix Sum"
"First Missing Positive","https://leetcode.com/problems/first-missing-positive","HARD","Array, Hash Table"
"Sort Colors","https://leetcode.com/problems/sort-colors","MEDIUM","Array, Two Pointers, Sorting"
"Subsets","https://leetcode.com/problems/subsets","MEDIUM","Array, Backtracking, Bit Manipulation"
"Minimum Path Sum","https://leetcode.com/problems/minimum-path-sum","MEDIUM","Array, Dynamic Programming, Matrix"
"Best Time to Buy and Sell Stock II","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii","MEDIUM","Array, Dynamic Programming, Greedy"
"Pairs of Songs With Total Durations Divisible by 60","https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60","MEDIUM","Array, Hash Table, Counting"
"Stream of Characters","https://leetcode.com/problems/stream-of-characters","HARD","Array, String, Design, Trie, Data Stream"
"Flatten Binary Tree to Linked List","https://leetcode.com/problems/flatten-binary-tree-to-linked-list","MEDIUM","Linked List, Stack, Tree, Depth-First Search, Binary Tree"
"Number of Matching Subsequences","https://leetcode.com/problems/number-of-matching-subsequences","MEDIUM","Array, Hash Table, String, Binary Search, Dynamic Programming, Trie, Sorting"
"Triangle","https://leetcode.com/problems/triangle","MEDIUM","Array, Dynamic Programming"
"Insert Delete GetRandom O(1)","https://leetcode.com/problems/insert-delete-getrandom-o1","MEDIUM","Array, Hash Table, Math, Design, Randomized"
"Majority Element","https://leetcode.com/problems/majority-element","EASY","Array, Hash Table, Divide and Conquer, Sorting, Counting"
"Isomorphic Strings","https://leetcode.com/problems/isomorphic-strings","EASY","Hash Table, String"
"2 Keys Keyboard","https://leetcode.com/problems/2-keys-keyboard","MEDIUM","Math, Dynamic Programming"
"The Skyline Problem","https://leetcode.com/problems/the-skyline-problem","HARD","Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set"
"Majority Element II","https://leetcode.com/problems/majority-element-ii","MEDIUM","Array, Hash Table, Sorting, Counting"
"Different Ways to Add Parentheses","https://leetcode.com/problems/different-ways-to-add-parentheses","MEDIUM","Math, String, Dynamic Programming, Recursion, Memoization"
"Reverse Words in a String III","https://leetcode.com/problems/reverse-words-in-a-string-iii","EASY","Two Pointers, String"
"Walls and Gates","https://leetcode.com/problems/walls-and-gates","MEDIUM","Array, Breadth-First Search, Matrix"
"N-Queens","https://leetcode.com/problems/n-queens","HARD","Array, Backtracking"
"Predict the Winner","https://leetcode.com/problems/predict-the-winner","MEDIUM","Array, Math, Dynamic Programming, Recursion, Game Theory"
"Longest Valid Parentheses","https://leetcode.com/problems/longest-valid-parentheses","HARD","String, Dynamic Programming, Stack"
"Count Primes","https://leetcode.com/problems/count-primes","MEDIUM","Array, Math, Enumeration, Number Theory"
